"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Digital Twins in Unmanned Aerial Vehicles for Rapid Medical Resource Delivery in Epidemics","Z. Lv; D. Chen; H. Feng; H. Zhu; H. Lv","Department of Game Design, Faculty of Arts, Uppsala University, Uppsala, Sweden; College of Computer Science and Technology, Qingdao University, Qingdao, China; School of Information Engineering, Zhejiang A & F University, Hangzhou, China; College of Telecommunications and Information Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China; North China Sea Offshore Engineering Survey Institute, Ministry of Natural Resources North Sea Bureau, Qingdao, China","IEEE Transactions on Intelligent Transportation Systems","6 Dec 2022","2022","23","12","25106","25114","The purposes are to explore the effect of Digital Twins (DTs) in Unmanned Aerial Vehicles (UAVs) on providing medical resources quickly and accurately during COVID-19 prevention and control. The feasibility of UAV DTs during COVID-19 prevention and control is analyzed. Deep Learning (DL) algorithms are introduced. A UAV DTs information forecasting model is constructed based on improved AlexNet, whose performance is analyzed through simulation experiments. As end-users and task proportion increase, the proposed model can provide smaller transmission delays, lesser energy consumption in throughput demand, shorter task completion time, and higher resource utilization rate under reduced transmission power than other state-of-art models. Regarding forecasting accuracy, the proposed model can provide smaller errors and better accuracy in Signal-to-Noise Ratio (SNR), bit quantizer, number of pilots, pilot pollution coefficient, and number of different antennas. Specifically, its forecasting accuracy reaches 95.58% and forecasting velocity stabilizes at about 35 Frames-Per-Second (FPS). Hence, the proposed model has stronger robustness, making more accurate forecasts while minimizing the data transmission errors. The research results can reference the precise input of medical resources for COVID-19 prevention and control.","1558-0016","","10.1109/TITS.2021.3113787","National Natural Science Foundation of China(grant numbers:61902203); Key Research and Development Plan—Major Scientific and Technological Innovation Projects of Shandong Province(grant numbers:2019JZZY020101); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9552619","Unmanned aerial vehicles;digital twins;epidemic;deep learning;medical resource;COVID-19 prevention and control","COVID-19;Epidemics;Autonomous aerial vehicles;Predictive models;Forecasting;Inspection;Artificial intelligence;Pandemics;Deep learning;Medical services;Digital twins","autonomous aerial vehicles;control engineering computing;deep learning (artificial intelligence);energy consumption;goods distribution;medical computing;remotely operated vehicles;resource allocation","COVID-19 prevention;digital twins;forecasting accuracy;forecasting velocity;FPS;frames-per-second;medical resources;rapid medical resource delivery;reduced transmission power;resource utilization rate;smaller transmission delays;state-of-art models;task completion time;task proportion increase;UAV DT information forecasting model;unmanned aerial vehicles","","57","","36","IEEE","29 Sep 2021","","","IEEE","IEEE Journals"
"The Scheme and System Architecture of Product Quality Inspection based on Software-Defined Edge Intelligent Controller (SD-EIC) in Industrial Internet of Things","P. Hu; C. He; Y. Zhu","Central Research Institute HollySys Group Co., Ltd., Beijing, China; HollySys Group Co., Ltd., Beijing, China; HollySys Group Co., Ltd., Beijing, China","2022 IEEE International Conference on Smart Internet of Things (SmartIoT)","8 Sep 2022","2022","","","58","64","The Industrial Internet of Things (IIoT) enables the improvement of the productivity and intelligent level of factory. The procedure of product quality inspection has generally adopted machine intelligence algorithms instead of manual operation to improve efficiency. In this paper, we propose a product quality inspection system scheme based on software-defined edge intelligent controller (SD-EIC). By adopting the software definition and resource virtualization technologies, the hardware platform of SD-EIC is designed to support the real-time control tasks and non-real-time edge computing tasks at the same time. To this end, we propose the scheme and architecture of product quality inspection system based on SD-EIC. Multiple virtual controllers and virtual edge computing nodes are constructed on a set of SD-EIC hardware platform to realize the integrated deployment of the real-time control for terminal devices and the AI model reasoning of product defect recognition algorithm based on machine vision respectively. In addition, the management and control scheme of product quality inspection system based on industrial information model is proposed. By constructing the semantic based digital twin information model of terminal device, the flexible adjustment and parameter configuration of terminal device are realized to meet the demands of flexible production and manufacturing. The proposed product quality inspection system solution can effectively improve the utilization of hardware resources and the efficiency of product quality inspection, and reduce the overall deployment cost of the system. It can flexibly adapt to a variety of different industrial scenarios.","2770-2677","978-1-6654-7952-3","10.1109/SmartIoT55134.2022.00019","National Key R&D Program of China(grant numbers:2019YFB1705100); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9874552","edge computing;software-defined edge intelligent controller;product quality inspection;machine vision;industrial information model","Computational modeling;Inspection;Product design;Hardware;Real-time systems;Quality assessment;Task analysis","artificial intelligence;cloud computing;computer vision;inspection;intelligent control;Internet of Things;production engineering computing;resource allocation;virtualisation","multiple virtual controllers;virtual edge computing nodes;SD-EIC hardware platform;product defect recognition algorithm;semantic based digital twin information model;software-defined edge intelligent controller;machine intelligence algorithms;product quality inspection system scheme;resource virtualization technologies;real-time control tasks;nonreal-time edge computing tasks;product quality inspection system solution control scheme;semantic-based digital twin information model;flexible production demands;terminal device parameter configuration","","","","15","IEEE","8 Sep 2022","","","IEEE","IEEE Conferences"
"Digital Twins in Healthcare: an architectural proposal and its application in a social distancing case study","A. De Benedictis; N. Mazzocca; A. Somma; C. Strigaro","Department of Electrical Engineering and Information Technology, University of Naples Federico II, Naples, Italy; Department of Electrical Engineering and Information Technology, University of Naples Federico II, Naples, Italy; Department of Electrical Engineering and Information Technology, University of Naples Federico II, Naples, Italy; Hitachi Rail, Naples, Italy","IEEE Journal of Biomedical and Health Informatics","","2022","PP","99","1","12","The digital transformation process fostered by the development of Industry 4.0 technologies has largely affected the health sector, increasing diagnostic capabilities and improving drug effectiveness and treatment delivery. The Digital Twin (DT) technology, based on the virtualization of physical assets/processes and on a bidirectional communication between the digital and physical space for data exchange, is considered a game changer in modern health systems. Digital Twin applications in healthcare are various, ranging from virtualization of hospitals' physical spaces/organizational processes to individuals' physiological/genetic/lifestyle characteristics replication, and include the modeling of public health-related processes for monitoring, optimization and planning purposes. In this paper, motivated by the current COVID-19 pandemic, we focus on the application of the Digital Twin technology for virus containment on the workplace through social distancing. The contribution of this paper is three-fold: i) we review the existing literature on the adoption of the Digital Twin technology in the healthcare domain, and propose a classification of DT applications into four categories; ii) we propose a generalized Digital Twin architecture that can be used as reference to identify the main functional components of a Digital Twin system; iii) we present CanTwin, a real-life industrial case study developed by Hitachi and representing the Digital Twin of a canteen service serving 1100 workers, set up for social distancing monitoring, queue inspection, people counting and tracking, table occupancy supervision.","2168-2208","","10.1109/JBHI.2022.3205506","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9882337","Digital Twin;Digital Public Health;Covid-19;Social distancing","Digital twins;Medical services;Diseases;Surgery;Social factors;Human factors;Heart","","","","6","","","CCBY","9 Sep 2022","","","IEEE","IEEE Early Access Articles"
"Digital Twin for Legacy Systems: Simulation Model Testing and Validation","A. Khan; M. Dahl; P. Falkman; M. Fabian","Department of Electrical Engineering, Chalmers University of Technology, Göteborg, Sweden; Department of Electrical Engineering, Chalmers University of Technology, Göteborg, Sweden; Department of Electrical Engineering, Chalmers University of Technology, Göteborg, Sweden; Department of Electrical Engineering, Chalmers University of Technology, Göteborg, Sweden","2018 IEEE 14th International Conference on Automation Science and Engineering (CASE)","6 Dec 2018","2018","","","421","426","In this paper, an approach to incorporate a digital twin for legacy production systems is presented. Hardware-in-the-loop setups are routinely used by manufacturing companies to carry out virtual commissioning. However, manufacturing companies having online legacy production systems are still struggling to incorporate a digital twin due to the absence of verified and validated simulation models. Companies that use virtual commissioning as a part of their engineering tool chain, usually perform offline verification of the simulation model. This approach is typically based on visual inspection and is a tedious task as each aspect of the model has to be visually validated. For legacy systems, only assessing the behavior visually in the absence of updated documents can result in an incorrect simulation model, i.e. simulating incorrect behavior with respect to the specification. Due to this, such simulation models cannot be incorporated in the engineering tool chain, as the simulated results can lead to improper decisions and can even cause equipment damage. This paper presents a platform and an approach, based on model-based testing, that is a first step for manufacturing companies to incorporate a validated simulation model for existing online production systems that will serve as a digital twin.","2161-8089","978-1-5386-3593-3","10.1109/COASE.2018.8560338","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8560338","","Production systems;Visualization;Digital twin;Virtual environments;Companies;Aging;Tools","control engineering computing;digital simulation;inspection;production engineering computing;simulation languages","legacy systems;incorrect simulation model;engineering tool chain;model-based testing;manufacturing companies;validated simulation model;online production systems;digital twin;simulation model testing;hardware-in-the-loop setups;virtual commissioning;online legacy production systems;verified simulation models;validated simulation models","","22","","21","IEEE","6 Dec 2018","","","IEEE","IEEE Conferences"
"Revisiting 3D-X-ray for Rapid Reverse Engineering in Large Electronic Packages and PCBs","J. True; W. Yun; J. Gelb; S. Gul; D. Vine; S. Lewis; D. Johnson; S. H. Lau","Florida Institute for Cyber Security Research (F.I.C.S.), University of Florida, Gainesville, Florida, USA; Sigray, Inc., Concord, California, USA; Sigray, Inc., Concord, California, USA; Sigray, Inc., Concord, California, USA; Sigray, Inc., Concord, California, USA; Sigray, Inc., Concord, California, USA; Florida Institute for Cyber Security Research (F.I.C.S.), University of Florida, Gainesville, Florida, USA; Sigray, Inc., Concord, California, USA","2022 IEEE Physical Assurance and Inspection of Electronics (PAINE)","19 Jan 2023","2022","","","1","6","Reverse engineering of electronics is a rapidly growing field that is limited primarily by the tools available for performing inspection & data processing. 3D X-ray Computed Tomography (CT) is a popular choice for electronics & semiconductor Failure Analysis (FA) applications, but has faced challenges such as metallic noise and artifacts limiting the reverse engineering community. Here, we present a novel high-resolution 3D X-ray imaging system, utilizing the technique of Angled CT. We demonstrate how this innovative imaging approach provides fast, sub-micron data volumes that overcome the beam hardening, inspection time, and sample size limitations imposed by conventional CT. The analysis is demonstrated using the reverse engineering of a commercially-available Xilinx Spartan-3 FPGA Printed Circuit Board (PCB) as the case study.","","979-8-3503-9909-7","10.1109/PAINE56030.2022.10014959","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10014959","reverse engineering;3D X-ray tomography;micro-CT;angled CT;digital twin","Three-dimensional displays;Limiting;Computed tomography;Reverse engineering;Printed circuits;Imaging;Failure analysis","computerised tomography;failure analysis;field programmable gate arrays;inspection;logic design;printed circuits;reverse engineering;X-ray imaging","Angled CT;commercially-available Xilinx Spartan-3 FPGA Printed Circuit Board;conventional CT;electronics & semiconductor Failure Analysis applications;high-resolution 3D X-ray imaging system;innovative imaging approach;inspection & data processing;inspection time;metallic noise;rapid reverse engineering;rapidly growing field;reverse engineering community;sample size limitations;sub-micron data volumes","","","","9","IEEE","19 Jan 2023","","","IEEE","IEEE Conferences"
"Application of Key Technologies of Intelligent Manufacturing in Metallurgical Industry Led by Artificial Intelligence","F. Yan; J. Liu; X. Yan; G. Wang","Xi’an Jiaotong University City College, Xi’an, China; Xi’an Jiaotong University City College, Xi’an, China; China National Heavy Machinery Research Institute Co., Ltd., Xi’an, China; Xi’an Jiaotong University City College, Xi’an, China","2022 International Conference on Cloud Computing, Big Data and Internet of Things (3CBIT)","1 Mar 2023","2022","","","320","327","Intelligent manufacturing, as a product of the deep integration of manufacturing and information technology, is the core technology of the new round of industrial revolution. The new generation of artificial intelligence presents new features such as deep learning, cross-border integration, human-machine collaboration and group intelligence, which provides humans with a new way of thinking to understand complex systems and a new technology to transform nature and society. The deep integration of new generation Al technology and advanced manufacturing technology has formed a new generation of intelligent manufacturing technology, which has become the core technology of the new round of industrial revolution and is the core driver of the fourth industrial revolution. However, the metallurgical industry is still in the key stage of transformation of the first generation of intelligent manufacturing (i.e. digital manufacturing), and the application of new generation of artificial intelligence technology is still in the primary stage. In order to catch up with the wave of the new round of technological revolution, it is urgent to summarize and analyze the key technologies of new generation of intelligent manufacturing with the industry characteristics of metallurgical industry. This paper analyzes the current development status of metallurgical industry, and analyzes and explores the application of new generation of key technologies of intelligent manufacturing such as intelligent machine tools, intelligent inspection technology, digital twin and 3D printing technology in metallurgical industry, which has certain practical significance for the transformation and upgrading of metallurgical industry for intelligent transformation, and can be used as a reference for relevant personnel.","","978-1-6654-9225-6","10.1109/3CBIT57391.2022.00073","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10053183","Intelligent Manufacturing;Artificial Intelligence;Metallurgical Industry;Intelligent Machine Tools;Digital Twins","Industries;Transforms;Production;Inspection;Three-dimensional printing;Manufacturing;Machine tools","deep learning (artificial intelligence);digital twins;human computer interaction;inspection;intelligent manufacturing systems;machine tools;metallurgical industries;production engineering computing;three-dimensional printing","3D printing technology;Al technology;artificial intelligence;cross-border integration;deep integration;deep learning;digital twin;fourth industrial revolution;group intelligence;human-machine collaboration;information technology;intelligent inspection technology;intelligent machine tools;intelligent manufacturing technology;intelligent transformation;metallurgical industry;technological revolution","","","","28","IEEE","1 Mar 2023","","","IEEE","IEEE Conferences"
"A Digital Twin for Human-Robot Interaction","È. Pairet; P. Ardón; X. Liu; J. Lopes; H. Hastie; K. S. Lohan","Heriot-Watt University, Edinburgh, UK; Heriot-Watt University, Edinburgh, UK; Heriot-Watt University, Edinburgh, UK; Heriot-Watt University, Edinburgh, UK; Heriot-Watt University, Edinburgh, UK; Heriot-Watt University, Edinburgh, UK","2019 14th ACM/IEEE International Conference on Human-Robot Interaction (HRI)","25 Mar 2019","2019","","","372","372","To avoid putting humans at risk, there is an imminent need to pursue autonomous robotized facilities with maintenance capabilities in the energy industry. This paper presents a video of the ORCA Hub simulator, a framework that unifies three types of autonomous systems (Husky, ANYmal and UAVs) on an offshore platform digital twin for training and testing human-robot collaboration scenarios, such as inspection and emergency response.","2167-2148","978-1-5386-8555-6","10.1109/HRI.2019.8673015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8673015","human-robot interaction;cooperative robotics","Robot kinematics;Service robots;Oils;Inspection;Industries;Testing","computer simulation;control engineering computing;human-robot interaction;mobile robots;oil drilling","autonomous systems;offshore platform digital twin;human-robot interaction;autonomous robotized facilities;maintenance capabilities;energy industry;ORCA Hub simulator;human-robot collaboration","","26","","3","IEEE","25 Mar 2019","","","IEEE","IEEE Conferences"
"Design and Application of Communication Network in the Maintenance of Transmission Cable","B. Wang; L. Wang; L. Han; J. Lu; Y. Gu; C. Tian","State Grid Dalian Electric Power Supply Company, Dalian, China; State Grid Dalian Electric Power Supply Company, Dalian, China; State Grid Dalian Electric Power Supply Company, Dalian, China; State Grid Dalian Electric Power Supply Company, Dalian, China; State Grid Dalian Electric Power Supply Company, Dalian, China; State Grid Dalian Electric Power Supply Company, Dalian, China","2021 2nd International Seminar on Artificial Intelligence, Networking and Information Technology (AINIT)","8 Mar 2022","2021","","","508","512","With the continuous expansion of the scale of transmission cable lines, the problem of insufficient carrying capacity of operation and maintenance personnel has become prominent, and new technologies such as digital twins, Internet of Things, and big data are urgently needed to promote the transformation and upgrading of operation and maintenance models. The establishment of a communication network is a prerequisite for the application of new technologies. Considering its development status, this paper proposes three application scenarios, including self-organizing network, image monitoring system, and intelligent inspection robot system, and analyzes its system composition, communication mode, and implementation. The typical design principle of the function, and the positive effect in the engineering application is introduced. Long-term application has proved that the above-mentioned system has good adaptability and effectiveness, and is of great significance to guarantee the safe operation of transmission cable lines.","","978-1-6654-1296-4","10.1109/AINIT54228.2021.00104","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9725114","communication network;transmission cable;sensor;intelligent monitoring device;inspection robot","Seminars;Maintenance engineering;Self-organizing networks;Inspection;Communication cables;Safety;Communication networks","computerised monitoring;inspection;intelligent robots;maintenance engineering;power cables;power engineering computing;power transmission lines;robot vision","communication network;digital twins;Internet of Things;big data;image monitoring system;intelligent inspection robot system;typical design principle;transmission cable line maintenance;self-organizing network","","","","5","IEEE","8 Mar 2022","","","IEEE","IEEE Conferences"
"Maintenance in Process Industries with Digital Twins and Mixed Reality: Potentials, Scenarios and Requirements","L. Rudolph; D. Pantförder; F. Palmas; M. Fischer; P. Niermann; G. Klinker; B. Vogel-Heuser","Professorship of Augmented Reality, Department of Informatics, Technical University of Munich, Munich, Germany; Institute of Automation and Information Systems, School of Engineering and Design, Technical University of Munich, Munich, Germany; Faculty of Business Studies, University of Applied Management, Ismaning, Germany; Wacker Chemie AG, Germany; straightlabs GmbH & Co. KG, Germany; Professorship of Augmented Reality, Department of Informatics, Technical University of Munich, Munich, Germany; Institute of Automation and Information Systems, School of Engineering and Design, Technical University of Munich, Munich, Germany","2022 IEEE International Conference on Industrial Engineering and Engineering Management (IEEM)","26 Dec 2022","2022","","","0474","0481","Mixed reality and digital twins offer two prominent technological approaches that have the potential to revolutionize chemical industries. However, there are some hurdles that need to be overcome before these technologies can be widely adopted. One major challenge can be found in cooperation of interdisciplinary teams. In order to create an effective practical solution, mixed reality researchers need to be aware of the heterogeneity of data, scale and requirements of the real-life scenes. Moreover, engineers in process industries need to understand the functional requirements of mixed reality solutions. To close this existing gap, this paper presents an exemplary use case model with market requirements and technological potentials, system interfaces, and role models to serve as a reference model for future trans-disciplinary research on this use case.","","978-1-6654-8687-3","10.1109/IEEM55944.2022.9989826","Ministry of Economic Affairs; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9989826","Digital Twin;Mixed Reality;Requirements Engineering;Process Industries","Chemical industry;Conferences;Mixed reality;Maintenance engineering;Inspection;Industrial engineering;Product development","augmented reality;chemical industry;maintenance engineering;market research;production engineering computing","digital twins;effective practical solution;functional requirements;interdisciplinary teams;market requirements;mixed reality researchers;mixed reality solutions;technological approaches;technological potentials","","","","16","IEEE","26 Dec 2022","","","IEEE","IEEE Conferences"
"A digital twin for composite parts manufacturing : Effects of defects analysis based on manufacturing data","S. Zambal; C. Eitzinger; M. Clarke; J. Klintworth; P. -Y. Mechin","Machine Vision, PROFACTOR GmbH, Steyr, Austria; Machine Vision, PROFACTOR GmbH, Steyr, Austria; Composites R&D, Dassault Systèmes, Brookwood, UK; Composites R&D, Dassault Systèmes, Brookwood, UK; Composites R&D, Dassault Systèmes, Brookwood, UK","2018 IEEE 16th International Conference on Industrial Informatics (INDIN)","27 Sep 2018","2018","","","803","808","The manufacturing of structural parts made from carbon fiber composite materials is a complex process that requires extended quality control. To facilitate better decisions about the mechanical properties of the part and, consequently, the need for re-work, a manufacturing database is proposed that creates a digital twin of the part as manufactured. The main contribution of the paper is to highlight how to merge incoming sensor data into the database and how to use these data to determine the margin of safety for the part. This is demonstrated on the example of an ADMP (automated dry material placement) process during the manufacturing of a section of an aircraft wing lower cover.","2378-363X","978-1-5386-4829-2","10.1109/INDIN.2018.8472014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8472014","digital twin;carbon composite manufacturing;cyber-physical systems;optical surface inspection","","aerospace components;carbon fibre reinforced composites;composite materials;manufacturing processes;mechanical properties;production engineering computing;quality control;safety;sensors","digital twin;composite parts manufacturing;structural parts;carbon fiber composite materials;quality control;mechanical properties;defects analysis;sensor data;part safety;automated dry material placement process;aircraft wing lower cover","","25","","15","IEEE","27 Sep 2018","","","IEEE","IEEE Conferences"
"Digital-primitive art research: animation permeates centuries-old rawhides","Li Qin Tan","Fine Arts Department, Rutgers University, NJ, USA","Proceedings. Eighth International Conference on Information Visualisation, 2004. IV 2004.","9 Aug 2004","2004","","","959","962","This work provides a brief introduction and an inspection of my ""Digital-Primitive Art"" series of artwork and research in 2004. The visual creations of ""Digital-Primitive Art"" consist of 3D animation/modeling images that are digitalized on centuries-old rawhides, parchments and natural wood, as well as being projected onto both sides of rawhides through video projectors. It offers new dialogue among old and new technologies; early and modern American spiritualities, ephemeral and timeless art forms, and digital and primitive art significations. Artistic perception and technical comprehension are twin brothers in the digital animation family. They mutually accelerate the expansion of computer animation. Maintaining equilibrium among electronic and primitive spirituality, digital technology and ethno-technology is a focus in this art exploration.","1093-9547","0-7695-2177-0","10.1109/IV.2004.1320257","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1320257","","Subspace constraints;Animation;Digital art;Printers;Shape;Inspection;Acceleration;Focusing;Raw materials;Earth","computer animation;art","digital-primitive art research;visual creations;3D animation images;3D modeling images;art significations;artistic perception;digital animation;computer animation;ethno-technology;art exploration;ephemeral art forms;timeless art forms;digital art;primitive art","","","","6","IEEE","9 Aug 2004","","","IEEE","IEEE Conferences"
"INTERPRETER – Tool for non-technical losses detection","H. Bludszuweit; N. Y. Yurusen; P. L. Pérez; D. Martínez-López","Smart Grids Operation Group Energy Fundación CIRCE, Zaragoza, Spain; Analysis & Optimization of Renewable Energy Group, Fundación CIRCE, Zaragoza, Spain; Smart Grids Manager, Cuerva, Granada, Spain; Smart Grids Operation Group Energy Fundación CIRCE, Zaragoza, Spain","2022 IEEE Green Energy and Smart System Systems (IGESSC)","22 Nov 2022","2022","","","1","6","This article presents a tool for the detection of non-technical losses, which is being developed within the European INTERPRETER project. The tool employs a hybrid method based on feature detection from smart meter data and grid model analysis. This paper focuses on the grid model analysis, where voltage deviations between the grid model (digital twin) and real-world measurements at a low-voltage pilot site have been evaluated. Energy measurements from smart meters represent hourly mean power, while voltage measurements are instantaneous with uneven time intervals. Thus, measurements are not synchronous, which poses a major challenge for grid analysis. The proposed method focuses on daily mean, minimum, and maximum voltage and results show that deviations in daily minimum voltage are the most useful ones. A heatmap is developed, which helps the DSO expert to have a quick overview of all deviations of all meters in a certain time interval (1-day time step). A total of 6 locations have been identified where field inspections will be done.","2640-0138","978-1-6654-9866-1","10.1109/IGESSC55810.2022.9955339","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9955339","electricity theft;INTERPRETER;digital twin;distribution network analysis;voltage analysis","Meters;Heating systems;Analytical models;Low voltage;Feature detection;Europe;Energy measurement","feature extraction;inspection;power engineering computing;power generation faults;power grids;smart meters;smart power grids","daily mean;daily minimum voltage;digital twin;energy measurements;European INTERPRETER project;feature detection;grid analysis;grid model analysis;hourly mean power;hybrid method;INTERPRETER - Tool;low-voltage pilot site;maximum voltage;nontechnical losses detection;real-world measurements;smart meter data;smart meters;uneven time intervals;voltage deviations;voltage measurements","","","","16","IEEE","22 Nov 2022","","","IEEE","IEEE Conferences"
"Digital Twin-enabled MBSE Testbed for Prototyping and Evaluating Aerospace Systems: Lessons Learned","A. M. Madni; D. Erwin; C. C. Madni","University of Southern California, Los Angeles, CA; University of Southern California, Los Angeles, CA; Intelligent Systems Technology, Inc., Los Angeles, CA","2021 IEEE Aerospace Conference (50100)","7 Jun 2021","2021","","","1","8","With increasing interconnectedness and complexity of aerospace systems and system-of-systems, it no longer suffices to perform experimentation and integration without an overarching framework to organize modeling, simulation, and analysis artifacts. With recent advances in Model Based Systems Engineering (MBSE), several key building blocks for such a framework are already in place. However, important challenges remain. No longer isolated MBSE tools can suffice without a flexible infrastructure to support model integration, tool interoperability, experimentation, and data collection. This recognition provides the impetus for developing a MBSE research testbed for prototyping and evaluating aerospace systems and system-of-systems. This paper presents progress made and lessons learned in the development of a MBSE research testbed for experimentation with aerospace systems such as multi-UAV swarms. Multi-UAV swarms are used in a variety of missions ranging from search and rescue and perimeter security of high value physical assets to emergency response and infrastructure inspection. These operations are characterized by adaptive coordination, ability to survive systemic malfunctions and unexpected external disruptions, ability to discern and reach safe states when attempting to cope with unknown disruptions, ability to course correct and continuously adapt in partially observable, reactive environments. This paper discusses the implementation of digital twin-enabled MBSE testbed which employs a smart dashboard to support experimentation with dynamic scenario execution, monitoring, visualization and control.","1095-323X","978-1-7281-7436-5","10.1109/AERO50100.2021.9438439","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9438439","","Analytical models;Tools;Inspection;Aerospace testing;Emergency services;Distance measurement;Data models","aerospace computing;autonomous aerial vehicles;control engineering computing;inspection;mobile robots;open systems;security of data;software engineering","multiUAV swarms;MBSE research;model integration;MBSE tools;model based systems engineering;system-of-systems;aerospace systems;support experimentation;digital twin-enabled MBSE testbed","","2","","13","IEEE","7 Jun 2021","","","IEEE","IEEE Conferences"
"Data Modeling Techniques for Pipeline Integrity Assessment: A State-of-the-Art Survey","J. Ling; K. Feng; T. Wang; M. Liao; C. Yang; Z. Liu","School of Engineering, The University of British Columbia-Okanagan, Kelowna, BC, Canada; School of Engineering, The University of British Columbia-Okanagan, Kelowna, BC, Canada; School of Engineering, The University of British Columbia-Okanagan, Kelowna, BC, Canada; National Research Council of Canada, Ottawa, ON, Canada; National Research Council of Canada, Ottawa, ON, Canada; School of Engineering, The University of British Columbia-Okanagan, Kelowna, BC, Canada","IEEE Transactions on Instrumentation and Measurement","8 Jun 2023","2023","72","","1","17","Pipelines are economical and efficient modes of transporting oil and gas. Pipelines will inevitably confront various risk factors throughout their lifespan, which could lead to defects. Defects in pipelines can compromise the integrity of the pipeline systems and may result in catastrophic accidents. Thus, it is vital to conduct the integrity assessment of pipelines so that the safe operation of the pipelines can be ensured. Up to the present, widely used approaches for pipeline integrity assessment include defect characterization, growth rate prediction, and failure pressure evaluation. Although the theoretical developments of pipeline integrity assessment methods have yielded fruitful achievements and significantly benefitted industry practices, there is still a lack of a systematic review covering the whole process from data collection to model establishment of the pipeline integrity assessment. Therefore, a comprehensive review is conducted in this article on the pipeline defect integrity assessment from the data modeling perspective. First, the description of data required to construct pipeline defect integrity assessment models is presented, where the required data for modeling can be obtained from pipeline inspection measurements, monitoring sensors, testing experiments, etc. Then, different modeling techniques applied to pipeline integrity assessment are reviewed, which are classified into physics-based models, data-driven models, and multimodel fusion. Also, the advantages and limitations of these techniques are discussed. Finally, the possibility of applying the existing models to a digital twin of pipeline defect is explored. This article aims to provide a guideline for researchers to select optimal models according to data availability and research requirements, which can benefit the research community, as well as, the industry.","1557-9662","","10.1109/TIM.2023.3279910","Collaborative Research Funding from the National Research Council of Canada’s Canada–Germany 3+2 Joint Program; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10141639","Data modeling;defect characterization;failure pressure;growth rate prediction;pipeline integrity assessment","Pipelines;Data models;Inspection;Corrosion;Feature extraction;Predictive models;Oils","accidents;data models;digital twins;inspection;oils;pipelines;reviews;risk analysis;sensors;testing","catastrophic accidents;data collection;data modeling techniques;data-driven models;digital twin;economical modes;failure pressure evaluation;monitoring sensors;multimodel fusion;oil-gas transportation;pipeline defect integrity assessment models;pipeline inspection measurements;risk factors;testing experiments","","","","155","IEEE","1 Jun 2023","","","IEEE","IEEE Journals"
