"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Mixed reality in the 3D virtual room arrangement","D. Herumurti; A. Yuniarti; I. Kuswardayan; W. Nurul; R. R. Hariadi; N. Suciati; M. G. Manggala","Department of Informatics, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia; Department of Informatics, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia; Department of Informatics, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia; Department of Informatics, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia; Department of Informatics, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia; Department of Informatics, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia; Department of Informatics, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia","2017 11th International Conference on Information & Communication Technology and System (ICTS)","22 Jan 2018","2017","","","303","306","This research implements Mixed Reality to develop an innovative application in the virtual room arrangement in order to plan, design, and arrange the furniture at home. Mixed reality is a technology that combines the Virtual Reality (VR) and Augmented Reality (AR). Mixed Reality is also described as VR that is used in the real environment and it also implements the AR that is used in the VR additional device. This research aims to explore the Mixed Reality technology in the virtual room arrangement application using the Google Card Board. The result shows that this research can be a new innovation in the human-computer interaction using the Mixed Reality technology. In this research, the fingertip is used as input pointer to interact with the virtual environment. This methodology represents the combination of the VR technology and the AR technology. The methodology that is used to implement this fingertip in this Mixed Reality environment is called hand segmentation. This application developed is Android platform. Unity 3D is the game engine used in this research.","2338-185X","978-1-5386-2827-0","10.1109/ICTS.2017.8265688","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8265688","Room Arrangement;Mixed Reality;Virtual Reality;Augmented Reality;Google Card Board","Information and communication technology;Augmented reality;Google;Technological innovation;Virtual environments","Android (operating system);augmented reality;search engines;solid modelling","Mixed Reality technology;virtual environment;VR technology;Mixed Reality environment;3D virtual room arrangement;augmented reality;Google card board;Android platform;game engine","","5","","7","IEEE","22 Jan 2018","","","IEEE","IEEE Conferences"
"Usage of Mixed Reality for Military Simulations","W. G. R. M. P. S. Rathnayake","Faculty of Information Technology, University of Moratuwa, Sri Lanka","2018 International Conference on Current Trends towards Converging Technologies (ICCTCT)","29 Nov 2018","2018","","","1","5","Today, Mixed Reality is one of most enhanced, attractive method to simulate a virtual thing as real. Mixed Reality has two separated technologies; Virtual Reality (VR) and Augmented Reality (AR). This paper presents, Usage of Mixed Reality for Military Simulations in the ground field, benefits of Mixed Reality in Military and Drawbacks of Mixed Reality in Military. On the ground, most of soldiers has to put their life on the fence which has two sides, life and Death. To bring them to the live side, they need a large amount of training regarding the battlefield. This research paper presents how mixed reality helps them to train accurately, what are the drawbacks and how they can improve.","","978-1-5386-3702-9","10.1109/ICCTCT.2018.8550993","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8550993","Augmented Reality;Mixed Reality;Virtual Reality;Military;Battlefield;Simulation","Training;Global Positioning System;Solid modeling;Augmented reality;Military aircraft;Conferences","augmented reality;military computing","mixed reality;military simulations;virtual reality;augmented reality;VR;AR","","5","","11","IEEE","29 Nov 2018","","","IEEE","IEEE Conferences"
"Towards an AR game for walking rehabilitation: Preliminary study of the impact of augmented feedback modalities on walking speed","A. -L. Guinet; G. Bouyer; S. Otmane; E. Desailly","Pôle Recherche et Innovation, Fondation Ellen Poidatz &; IBISC, Univ Evry, Université Paris-Saclay, Evry, France; IBISC, Univ Evry, Université Paris-Saclay, Evry, Francee; IBISC, Univ Evry, Université Paris-Saclay, Evry, Francee; Pôle Recherche et Innovation, Fondation Ellen, Poidatz, France","2020 IEEE International Symposium on Mixed and Augmented Reality Adjunct (ISMAR-Adjunct)","16 Dec 2020","2020","","","264","268","Designing a serious game for walking rehabilitation requires compliance with the theory of motor learning. Motivation, repetition, variability and feedback are key elements in improving and relearning a new walking pattern. As a preamble to the development of an AR rehabilitation game, and in order to choose the most effective feedback to provide to the patient, this article presents a preliminary study on the impact of presentation modalities on walking speed. We investigate which visual concurrent feedback modalities allows to reach and maintain a target speed (maximum or intermediate). Our first results on children with motor disabilities (n=10) show that some modalities improved walking performance and helped patients to better control their walking speed. In particular, a combination of targets anchored in the real world with a time indication seems to be effective in maintaining maximum walking speed, while simple moving objects could be used to control speed.","","978-1-7281-7675-8","10.1109/ISMAR-Adjunct51615.2020.00075","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9288377","Cerebral palsy;walking rehabilitation;augmented reality;serious game;feedback","Legged locomotion;Visualization;Pediatrics;Design methodology;Games;Augmented reality","augmented reality;control engineering computing;feedback;gait analysis;handicapped aids;medical computing;patient rehabilitation;serious games (computing);velocity control","visual concurrent feedback modalities;maximum walking speed;AR game;augmented feedback modalities;serious game;walking pattern;AR rehabilitation game;children with motor disabilities;speed control;motor learning theory;motivation;repetition;variability;feedback","","","","34","IEEE","16 Dec 2020","","","IEEE","IEEE Conferences"
"Real time stereo rendering for augmented reality on 3DTV system","Y. Li; D. -X. Li; L. -H. Wang; M. Zhang","Institute of Information and Communication Engineering, University of Zhejiang, Hangzhou, China; Institute of Information and Communication Engineering, University of Zhejiang, Hangzhou, China; Institute of Information and Communication Engineering, University of Zhejiang, Hangzhou, China; Institute of Information and Communication Engineering, University of Zhejiang, Hangzhou, China","2012 International Conference on Systems and Informatics (ICSAI2012)","25 Jun 2012","2012","","","2125","2129","Recent computer vision technology has made great progress in 3DTV industry. The advent of 3DTV to the home raises a number of challenges beyond the basic display of an available stereo pair. One of them is the production of 3D augmented contents. To present virtual objects over the real world, the existing method is offline processing in postproduction. It is a difficult and expensive work since flexible equipments are required and the cost of postproduction is high. In this paper, low cost approaches to product 3D augmented contents in real time are proposed. In order to make such application running in real time, we use OpenGL to render the stereo pair of 3D augmented contents. Specific rendering order is needed to avoid the flicker of compositing image. As camera moves, the image of virtual objects must be generated and combined perspectively correct with the real image. We use marker tracking technology for real time camera tracking. The experimental results show that our method is suitable for rendering the stereo pair of 3D augmented contents in real time. Running on an NVIDIA Quadro FX4800 graphic card, for each 640×360 stereo pair of 3D augmented contents, the proposed method reaches the speed of 16 ms for rendering two views.","","978-1-4673-0199-2","10.1109/ICSAI.2012.6223472","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6223472","augmented reality;camera tracking;stereo rendering;3DTV","Cameras;Real time systems;Rendering (computer graphics);Image color analysis;Stereo image processing;Augmented reality","application program interfaces;augmented reality;computer vision;object tracking;peripheral interfaces;rendering (computer graphics);stereo image processing;three-dimensional television","real time stereo rendering;augmented reality;3DTV system;computer vision technology;3DTV industry;stereo pair;3D augmented content production;OpenGL;flicker avoidance;marker tracking technology;real time camera tracking;NVIDIA Quadro FX4800 graphic card","","1","","8","IEEE","25 Jun 2012","","","IEEE","IEEE Conferences"
"Collaborative Augmented Reality on Smartphones via Life-long City-scale Maps","L. Platinsky; M. Szabados; F. Hlasek; R. Hemsley; L. D. Pero; A. Pancik; B. Baum; H. Grimmett; P. Ondruska",NA; NA; NA; NA; NA; NA; NA; NA; NA,"2020 IEEE International Symposium on Mixed and Augmented Reality (ISMAR)","14 Dec 2020","2020","","","533","541","In this paper we present the first published end-to-end production computer-vision system for powering city-scale shared augmented reality experiences on mobile devices. In doing so we propose a new formulation for an experience-based mapping framework as an effective solution to the key issues of city-scale SLAM scalability, robustness, map updates and all-time all-weather performance required by a production system. Furthermore, we propose an effective way of synchronising SLAM systems to deliver seamless real-time localisation of multiple edge devices at the same time. All this in the presence of network latency and bandwidth limitations. The resulting system is deployed and tested at scale in San Francisco where it delivers AR experiences in a mapped area of several hundred kilometers. To foster further development of this area we offer the data set to the public, constituting the largest of this kind to date.","1554-7868","978-1-7281-8508-8","10.1109/ISMAR50242.2020.00081","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9284751","Computer vision;Augmented reality;Structure from motion;Large-scale SLAM;Computing methodologies;Artificial intelligence;Computer vision;Tracking and Reconstruction;Computing methodologies-Mixed/augmented Reality","Production systems;Simultaneous localization and mapping;Scalability;Collaboration;Robustness;Augmented reality;Smart phones","augmented reality;Global Positioning System;groupware;mobile computing;robot vision;SLAM (robots);smart phones","multiple edge devices;AR experiences;collaborative augmented reality;life-long city-scale maps;city-scale shared augmented reality experiences;mobile devices;experience-based mapping framework;city-scale SLAM scalability;map updates;end-to-end production computer-vision system;all-time all-weather performance;smartphones","","10","","40","IEEE","14 Dec 2020","","","IEEE","IEEE Conferences"
"Body Language and Augmented Reality Learning Environment","K. -F. Hsiao; H. F. Rashvand","Department of Information Management, Ming-Chuan University, Gwei-Shan, Taiwan; School of Engineering, University of Warwick, Coventry, UK","2011 Fifth FTRA International Conference on Multimedia and Ubiquitous Engineering","18 Aug 2011","2011","","","246","250","A recent national survey of Taiwanese students shows that their physical health condition has been worsening more than many other countries. In this study we examine use of a new learning system enhanced with augmented reality (AR) to address this growing global problem. In order to apply three different physical activities for the experiment the learners use their body language for interacting with the computer. In order to increase effectiveness of the AR system, we then combine students' academic achievement and their preferences for using the system. The experimental results from 419 students indicate much higher achievements in their academic work and gain significantly more those who come with their minds set for stronger challenging preferences in the seven subscales.","","978-1-4577-1228-9","10.1109/MUE.2011.51","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5992197","augmented reality;virtual reality;learning;education;preference","Learning systems;Augmented reality;Educational institutions;Animation;Conferences","augmented reality;computer aided instruction","body language;augmented reality learning environment;physical health condition;student academic achievement","","13","","21","IEEE","18 Aug 2011","","","IEEE","IEEE Conferences"
"Collaborative Development of an Augmented Reality Application for Digestive and Circulatory Systems Teaching","D. Pérez-López; M. Contero; M. Alcañiz","Instituto de Investigación en Bioingeniería y Tecnología Orientada al Ser Humano (I3BH), Universidad Politecnica de Valencia, Valencia, Spain; Instituto de Investigación en Bioingeniería y Tecnología Orientada al Ser Humano (I3BH), Universidad Politecnica de Valencia, Valencia, Spain; Instituto de Investigación en Bioingeniería y Tecnología Orientada al Ser Humano (I3BH), Universidad Politecnica de Valencia, Valencia, Spain","2010 10th IEEE International Conference on Advanced Learning Technologies","16 Sep 2010","2010","","","173","175","Augmented Reality (AR) appears as a promising technology to improve students motivation and interest and support the learning and teaching process in educational contexts. We present the collaborative development of an AR application to support the teaching of the digestive and circulatory systems. We developed this system with the support of a private Spanish school. The main objective of the application is to show the student in primary school, in the most accurate way, digestive and circulatory systems. By other hand, we also develop our own AR library, HUMANAR, in order to ensure the integration of AR into our game engine and to overcome some drawbacks present in some public libraries. Moreover, our system provides several advantages over the traditional learning as books, videos or practice with animal organs.","2161-377X","978-1-4244-7145-4","10.1109/ICALT.2010.54","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5571227","component;education;augmented reality;mixed reality;interactive 3D graphics;virtual learning environment (VLE);edutainment;circulatory system;digestive system","Education;Circulatory system;Animation;Augmented reality;Digestive system;Three dimensional displays;Cameras","academic libraries;augmented reality;biomedical education;computer aided instruction;game theory;groupware","collaborative development;augmented reality application;digestive system teaching;circulatory system teaching;learning process;Spanish school;AR library;HUMANAR;game engine;public library","","12","","11","IEEE","16 Sep 2010","","","IEEE","IEEE Conferences"
"Design of VR headset using augmented reality","J. J. Aloor; P. S. Sahana; S. Seethal; S. Thomas; M. T. R. Pillai","Dept. of CSE, Jyothi Engineering College, Thrissur, India; Dept. of CSE, Jyothi Engineering College, Thrissur, India; Dept. of CSE, Jyothi Engineering College, Thrissur, India; Dept. of CSE, Jyothi Engineering College, Thrissur, India; HOD, Jyothi Engineering College, Thrissur, India","2016 International Conference on Electrical, Electronics, and Optimization Techniques (ICEEOT)","24 Nov 2016","2016","","","3540","3544","Our intention is to develop an android application that gives the users a virtual environment with the help of VR headset. With this application, it allows users to generate an object which doesn't exist in real environment. In Augmented Reality (AR), the interfaces comprises of merging both real and virtual objects. In this project we examine existing gaming styles that are played in the real world or on computers. With the help of advanced AR technology the information about the real world that surrounds the user becomes interactive and digitally manipulable. Artificial information about the environment and its objects can thus be overlaid on the real world. A key distinction to VR purists is the fact that the user is completely immersed in the computer simulation. All our senses are focused on visiting this new place. It provides the following features i.e. Full field of vision display, usually produced by the wearing of a Head Mounted Display, tracking of the location and attitude of the contributor's body, computer tracking of the participant's movements and actions along with some negligible delay in updating the display with feedback from the body's movements and actions. This enables users to visualize what if an object an object actually exists there without its actual existence.","","978-1-4673-9939-5","10.1109/ICEEOT.2016.7755363","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7755363","Augmented Reality;Rendering;Tracking;Virtual Reality;Vuforia SDK","Solid modeling;Rendering (computer graphics);Computational modeling;Real-time systems;Accelerometers;Augmented reality;Smart phones","Android (operating system);augmented reality","augmented reality;VR headset design;android application;virtual environment;advanced AR technology;artificial information","","5","","12","IEEE","24 Nov 2016","","","IEEE","IEEE Conferences"
"Educating students in remote areas using augmented reality","S. Ghulamani; S. Zareen","Department of Computer Science, SZABIST Hyderabad Campus, Hyderabad, Pakistan; Department of Computer Science, SZABIST Hyderabad Campus, Hyderabad, Pakistan","2018 International Conference on Computing, Mathematics and Engineering Technologies (iCoMET)","26 Apr 2018","2018","","","1","6","Augmented Reality(AR) technology nowadays is widely used in various fields of education. Students have been learning from books and videos but with AR they can see objects right in front of them, which can make learning more interesting. Companies like Microsoft, google, Facebook and apple are making their products more interactive by providing their customers real life look while using their products. In this paper, a new method of education with the help of AR technology has been proposed for the students in remote areas, to whom proper education is not provided. Further in this paper related work which has already been done and what outcomes can be expected if this method would be implemented done has discussed. Students wearing AR glasses would be able to attend lectures recorded from teachers at far distance, with view as if teacher is present at that moment. Students can be grouped together to see same lectures and discuss with each other. Teachers from various places can also give live lectures to different group of students with AR glasses and give them answers to their questions.","","978-1-5386-1370-2","10.1109/ICOMET.2018.8346350","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8346350","Hologram;Microsoft HoloLens;AR;Augmented Reality;Education;VR;Virtual Reality","Education;Three-dimensional displays;Augmented reality;Glass;Videos;Tools","augmented reality;distance learning;social networking (online);wearable computers","apple;customers real life look;AR technology;remote areas;proper education;AR glasses;teacher;live lectures;books;videos;Microsoft;google;Augmented Reality technology","","4","","16","IEEE","26 Apr 2018","","","IEEE","IEEE Conferences"
"Development of educational resources with virtual and augmented reality: Challenges and perspectives","A. Cardoso; I. F. Mackenzie; C. Kirner; R. Tori","Universidade Federal de Uberlandia, Uberlandia, MG, BR; Universidade Presbiteriana Mackenzie, Sao Paulo, SP, BR; UNIFEI Universidade Federal de Itajubá, Itajubá, Brasil; USP Universidade de São Paulo - USP, São Paulo, Brasil","2017 XLIII Latin American Computer Conference (CLEI)","21 Dec 2017","2017","","","1","6","This paper discusses the challenges related to the insertion of Virtual and Augmented Reality in the teaching and learning processes, considering their multidisciplinary aspect, the adherence to Web 3.0 and a scenario of possible gains and results with such an insertion. There will be pointed out the features that made VR and AR solutions with a potential big impact, despite not properly explored. as well as the challenges that are presented to Computers and Education field, and possible approaches to solve them.","","978-1-5386-3057-0","10.1109/CLEI.2017.8226390","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8226390","Virtual Reality;Augmented Reality;Educational Resources","Three-dimensional displays;Visualization;Augmented reality;Software;Internet;Smart phones;Education","augmented reality;computer aided instruction;teaching","educational resources;augmented reality;learning processes;teaching processes;computers and education field","","2","","","IEEE","21 Dec 2017","","","IEEE","IEEE Conferences"
"Error Detection using Augmented Reality in the Subtractive Manufacturing Process","M. H. Sreekanta; A. Sarode; K. George","Computer Engineering, California State University Fullerton, Fullerton, California; Electrical Engineering, California State University Fullerton, Fullerton, California; Computer Engineering, California State University Fullerton, Fullerton, California","2020 10th Annual Computing and Communication Workshop and Conference (CCWC)","12 Mar 2020","2020","","","0592","0597","A small error in subtractive manufacturing can adversely impact an entire production if not caught right away. By utilizing an Augmented Reality (AR) simulation, workers can view in real-time when the machine malfunctions, stop the process and correct it. AR will also improve the visualization of the object. This paper sets the initial stage for our future work in which the manufacturing defects can be detected in real-time. In this paper, error detection in dimensions was tested using OpenCV-Python and compared using a single web camera and intel real-sense D435i stereo camera, Augmenting AR block over the original block using Unity software in real-time, and operation of the switch to control the machine using AR was successfully tested.","","978-1-7281-3783-4","10.1109/CCWC47524.2020.9031141","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9031141","Augmented Reality;Intel Real-Sense D435i Camera;OpenCV;Computer Vision;Error Detection;Unity;Python;Subtractive Manufacturing Error Detection","Cameras;Plugs;Three-dimensional displays;Augmented reality;Real-time systems;Python;Solid modeling","augmented reality;cameras;object detection;production engineering computing;stereo image processing","error detection;subtractive manufacturing process;augmented reality simulation;machine malfunctions;manufacturing defects;Web camera;OpenCV-Python;Intel real-sense D435i stereo camera;Augmenting AR block","","2","","9","IEEE","12 Mar 2020","","","IEEE","IEEE Conferences"
"A Low cost Augmented Reality system for Wide Area Indoor Navigation","V. Dosaya; S. Varshney; V. K. Parameshwarappa; A. Beniwal; S. Tak","Department of Information Science and Engineering, Ramaiah Institute of Technology, Bangalore, India; Department of Information Science and Engineering, Ramaiah Institute of Technology, Bangalore, India; Department of Information Science and Engineering, Ramaiah Institute of Technology, Bangalore, India; Department of Information Science and Engineering, Ramaiah Institute of Technology, Bangalore, India; Department of Information Science and Engineering, Ramaiah Institute of Technology, Bangalore, India","2020 International Conference on Decision Aid Sciences and Application (DASA)","15 Jan 2021","2020","","","190","195","In today's world, there are a lot of outdoor navigation apps for visually challenged people, but there are none that can precisely tell a user's location inside a large structure. Indoor navigation is a complex task for the visually challenged as well as for the general public, especially in large structures like malls, airports, museums, factories, etc. Present solutions and technologies are not cost-effective as well as complex. Hence, we are proposing a low-cost model that uses Augmented Reality to place virtual anchors across a structure, so a person can navigate from one location to another with the help of these anchors. The model doesn't use technologies like GPS. Machine Learning, and Artificial Intelligence but here, the anchors placed are pervasive and persistent across the indoor environment for smooth navigation. Once placed, these virtual anchors remain at their location and can be used at any time by any person registered on our app. This model can be extended for the general public in any indoor space and also can be enhanced by gamification for better user interaction and retention. This model can also be extended to collaborate with the Aarogya Setu app, which can help us identify routes that go through spaces through which covid positive patients have passed which in turn helps us avoid those routes in real-time navigation.","","978-1-7281-9677-0","10.1109/DASA51403.2020.9317014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9317014","Augmented reality;GPS;Blind Navigation;Indoor Navigation;Mixed Reality;Unity;Covid-19;Vector Mapping","Augmented reality;Smart phones;Mobile applications;Indoor navigation;Global Positioning System;Cloud computing;COVID-19","augmented reality;computer games;handicapped aids;learning (artificial intelligence);mobile computing","wide area indoor navigation;outdoor navigation apps;visually challenged people;complex task;general public;low-cost model;virtual anchors;machine learning;artificial intelligence;indoor environment;smooth navigation;indoor space;user interaction;Aarogya Setu app;real-time navigation;low cost augmented reality system","","2","","10","IEEE","15 Jan 2021","","","IEEE","IEEE Conferences"
"Augmented Reality and Sensory Technology for Treatment of Anxiety Disorders","P. Arquissandás; D. Lamas; J. Oliveira","COFAC/ ULHT - University Lusófona, COPELABS, Lisbon, Portugal; COPELABS, COFAC/ ULHT - University Lusófona, Lisbon, Portugal; HEI-LAB, COFAC / ULHT - University Lusófona, Lisbon, Portugal","2019 14th Iberian Conference on Information Systems and Technologies (CISTI)","15 Jul 2019","2019","","","1","4","This solution aims at promoting well-being through Augmented Reality (AR) Sensing Based Technology, by developing a predictive system for treatment of specific phobias. Treatment of such mental disorders involves exposure therapy, which is usually conducted on a gradual and systematic basis, allowing modifications in the therapeutic setting with different exposure sessions. To meet these conditions, the therapist needs to evaluate the patient's responses in the previous sessions to define the content of the subsequent sessions. Therefore, we intend to use the psycho-physiological responses from the participants during the sessions through peripheral (i.e. ECG, EDA, EMG) and central nervous system responses (i.e. EEG) associated with emotional expression, as well as the participatory input to a visual analog scale (i.e. tactile feedback input system, avoiding huge hands movements and interruptions during carrying session) as an indicator of the subjective experience of emotions during the session (i.e. figures with different moods). This data will be also used to define the contents of each session, through a decision algorithm based on the history of the previous sessions for the same individual. All data resulting from this application will be recorded in a database to create individual reports on the session outcomes. The hardware to be used for psycho-physiological recording will be the Bitalino system (Plux) and the software for the AR development the NyARToolkit and Unity 3D software. We plan to carry out a pilot study with data collection in the laboratory setting to test the module related to the integration of psycho-physiological and participatory data in the AR system.","2166-0727","978-9-8998-4349-3","10.23919/CISTI.2019.8760859","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8760859","Augmented Reality;Virtual Reality;Anxiety Disorder;NyARToolkit;Unity 3D;Bitalino;Sensors","Medical treatment;Stress;Sensors;Augmented reality;Visualization;Three-dimensional displays;Task analysis","augmented reality;electroencephalography;electromyography;medical disorders;medical signal processing;neurophysiology;patient treatment;psychology","psychophysiological responses;exposure sessions;hands movements;psychophysiological recording;psychophysiological data;central nervous system responses;decision algorithm;EEG;visual analog scale;ECG;EDA;EMG;tactile feedback input system;carrying session;systematic basis;gradual basis;exposure therapy;mental disorders;predictive system;anxiety disorders;sensory Technology;Augmented Reality;AR system;Bitalino system;feedback input system","","1","","32","","15 Jul 2019","","","IEEE","IEEE Conferences"
"Identifying Usability Issues of Software Analytics Applications in Immersive Augmented Reality","D. Baum; S. Bechert; U. Eisenecker; I. Meichsner; R. Müller","Leipzig University, Leipzig, Germany; Leipzig University, Leipzig, Germany; Leipzig University, Leipzig, Germany; Leipzig University, Leipzig, Germany; Leipzig University, Leipzig, Germany","2020 Working Conference on Software Visualization (VISSOFT)","30 Oct 2020","2020","","","100","104","Software analytics in augmented reality (AR) is said to have great potential. One reason why this potential is not yet fully exploited may be usability problems of the AR user interfaces. We present an iterative and qualitative usability evaluation with 15 subjects of a state-of-the-art application for software analytics in AR. We could identify and resolve numerous usability issues. Most of them were caused by applying conventional user interface elements, such as dialog windows, buttons, and scrollbars. The used city visualization, however, did not cause any usability issues. Therefore, we argue that future work should focus on making conventional user interface elements in AR obsolete by integrating their functionality into the immersive visualization.","","978-1-7281-9914-6","10.1109/VISSOFT51673.2020.00015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9240485","usability evaluation;software analytics;software visualization;augmented reality;mixed reality","Visualization;Urban areas;User interfaces;Software;Usability;Augmented reality;Standards","augmented reality;data visualisation;software engineering;user interfaces","qualitative usability evaluation;usability issues;user interface elements;immersive visualization;software analytics;immersive augmented reality;AR user interfaces;iterative usability evaluation;city visualization","","1","","18","IEEE","30 Oct 2020","","","IEEE","IEEE Conferences"
"A study on instruction of three dimensional motion for task support using augmented reality","K. Iwamoto","National Institute of Advanced Industrial Science and Technology, Tsukuba-shi, Japan","2017 6th International Conference on Electrical Engineering and Informatics (ICEEI)","12 Mar 2018","2017","","","1","6","Studies on manufacturing task support that can present appropriate task instructions to the workers according to the situation using augmented reality are being advanced. Thereby, even a worker who is not an expert can perform various manufacturing tasks. In this technique, a task instructions are superimposed on the captured image of the work object. Then, by presenting the synthesized image to the worker through the visual display, the task instructions are performed. Recently, the application of this technology to various manufacturing tasks has been studied. In the conventional task instruction presentation research, the presentation information was mainly static information such as mounting position of the parts, place of the operation switch and presentation of operation procedure. However, in some manufacturing tasks, it is important to operate a work tool along a three-dimensional trajectory such as assembly task, soldering, welding task, pouring task and so on. In such tasks, it is necessary to present the three-dimensional position, orientation and trajectory of the work tool to the operator. In contrast to the static information mentioned above, these can be said to be the manufacturing task support technology to present dynamic information. In this paper, an instruction of presenting three-dimensional motion for task support is examined. Then, in order to confirm its effectiveness, the results of the evaluation experiments using the operators are reported.","2155-6830","978-1-5386-0475-5","10.1109/ICEEI.2017.8312379","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8312379","Manufacturing support;Task support;Augmented reality;Virtual reality;Video see-through display","Tools;Three-dimensional displays;Trajectory;Erbium;Task analysis;Augmented reality","augmented reality;image capture;manufacturing processes;production engineering computing","augmented reality;manufacturing tasks;presentation information;static information;work tool;assembly task;manufacturing task support technology;task instructions;three-dimensional position;three-dimensional motion;three-dimensional orientation;three-dimensional trajectory;captured image","","1","","10","IEEE","12 Mar 2018","","","IEEE","IEEE Conferences"
"Theoretical Foundations of Virtual and Augmented Reality-Supported Learning Analytics","A. Christopoulos; N. Pellas","Dept. of Future Technologies Center for Learning Analytics, University of Turku, Turku, Finland; Dept. of Communication and Digital Media, University of Western Macedonia, Kastoria, Greece","2020 11th International Conference on Information, Intelligence, Systems and Applications (IISA","11 Dec 2020","2020","","","1","4","A significant body of literature documents the numerous benefits that Virtual (VR) and Augmented Reality (AR) supported interventions have brought to the educational scenery, especially with regards to the attainment of the underpinning objectives. At the same time, the vast evolution of Information and Communication Technology (ICT) has led to the emergence of a newly formed discipline, the so-called Learning Analytics (LA), which suggests the collection of big data' for the assessment and the evaluation of the educational practices. However, by examining the relevant literature it became apparent that the attempts to blend these topics are limited. Motivated by this shortcoming, we propose a theoretical framework which accounts the elements that influence the educational processes and the unique features that immersive technologies have. On the grounds of this framework, an effort will be made to design and develop a universal LA system which will support the conduct and evaluation of such interventions in different educational contexts and scientific fields.","","978-1-6654-2228-4","10.1109/IISA50023.2020.9284410","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9284410","Virtual Reality;Augmented Reality;Instructional Design;Learning Analytics;STEM Education","Education;Information and communication technology;Augmented reality","augmented reality;computer aided instruction","educational scenery;information and communication technology;big data;educational practices;educational processes;immersive technologies;augmented reality-supported learning analytics;educational contexts","","1","","24","IEEE","11 Dec 2020","","","IEEE","IEEE Conferences"
"Multi-scale panoramic Augmented Reality","E. Arican; K. E. Özden; S. Oğuz","Bilgisayar Mühendisliği Bölümü, Bahçeşehir Üniversitesi, Istanbul, Turkey; Bilgisayar Mühendisliği Bölümü, Bahçeşehir Üniversitesi, Istanbul, Turkey; Bilgisayar Mühendisliği Bölümü, Bahçeşehir Üniversitesi, Istanbul, Turkey","2013 21st Signal Processing and Communications Applications Conference (SIU)","13 Jun 2013","2013","","","1","4","We are describing an Augmented Reality (AR) system which uses a panoramic representation and aims at easy interaction with the environment. The final target is to render meta data about the environment in the right place on the images coming from the mobile device's camera. The local feature points on the images coming from a rotating camera with varying zoom levels are put into a hierarchical tree structure which represents a panoramic image. Panoramic images as anchor is getting more attention in AR field and novel aspects of our work can be described as follows: 1- Panoramic representation is multi-scale, tree structured and consists of local image features 2-The proposal of multi-scale “Augmented Knowledge”. Our system can achieve lower error rates for close-up scenes in comparison to classical non-vision techniques and image lookup is efficient thanks to the tree structure. Since only local images features are kept, many complicated steps for actual panorama creation are avoided while the need for global optimization of the computed geometry is minimized.","","978-1-4673-5563-6","10.1109/SIU.2013.6531539","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6531539","multi scale augmented reality;panaromic images;computer vision","Augmented reality;Cameras;Geometry;Computer vision;Google;Abstracts;Mobile communication","augmented reality;feature extraction;image representation;meta data","multiscale panoramic augmented reality;AR system;panoramic representation;meta data;mobile device camera;local feature points;rotating camera;varying zoom levels;hierarchical tree structure;panoramic image;local image features;multiscale augmented knowledge;close-up scenes;classical nonvision techniques;image lookup;panorama creation;global optimization;computed geometry","","","","12","IEEE","13 Jun 2013","","","IEEE","IEEE Conferences"
