"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Enhancing Next-Generation Extended Reality Applications With Coded Caching","M. Salehi; K. Hooli; J. Hulkkonen; A. Tölli","Center for Wireless Communications, University of Oulu, Oulu, Finland; Radio Research, Nokia Standards, Oulu, Finland; Radio Research, Nokia Standards, Oulu, Finland; Center for Wireless Communications, University of Oulu, Oulu, Finland","IEEE Open Journal of the Communications Society","14 Jul 2023","2023","4","","1371","1382","The next evolutionary step in human-computer interfaces will bring forward immersive digital experiences that submerge users in a 3D world while allowing them to interact with virtual or twin objects. Accordingly, various collaborative extended reality (XR) applications are expected to emerge, imposing stringent performance requirements on the underlying wireless connectivity infrastructure. In this paper, we examine how novel multi-antenna coded caching (CC) techniques can facilitate high-rate low-latency communications and improve users’ quality of experience (QoE) in our envisioned multi-user XR scenario. Specifically, we discuss how these techniques make it possible to prioritize the content relevant to wireless bottleneck areas while enabling the cumulative cache memory of the users to be utilized as an additional communication resource. In this regard, we first explore recent advancements in multi-antenna CC that facilitate the efficient use of distributed in-device memory resources. Then, we review how XR application requirements are addressed within the third-generation partnership project (3GPP) framework and how our envisioned XR scenario relates to the foreseen use cases. Finally, we identify new challenges arising from integrating CC techniques into multi-user XR scenarios and propose novel solutions to address them in practice.","2644-125X","","10.1109/OJCOMS.2023.3286473","Academy of Finland(grant numbers:318927,343586); Finnish Research Impact Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10155298","3GPP;coded caching;extended reality;multi-antenna communications;standardization","Wireless communication;X reality;Quality of experience;Cache memory;Servers;Extended reality;3GPP","","","","","","63","CCBY","19 Jun 2023","","","IEEE","IEEE Journals"
"A Survey of Mobile Edge Computing for the Metaverse: Architectures, Applications, and Challenges","Y. Wang; J. Zhao","School of Computer Science and Engineering, Nanyang Technological University, Singapore; School of Computer Science and Engineering, Nanyang Technological University, Singapore","2022 IEEE 8th International Conference on Collaboration and Internet Computing (CIC)","13 Mar 2023","2022","","","1","9","Metaverse is an emerging virtual universe where humans can have real-time interactions and solid social links like in the physical world, and it opens up a new era of Internet and interactions. In Metaverse, an immersive and photorealistic environment promotes social activities, including education, meetings, and shopping of digital avatars based on critical technologies, including 3D rendering, extended reality, digital twins, artificial intelligence, and Blockchain. However, the limitations of computation, storage, and energy resources restrict the development of Metaverse, and a series of system issues (e.g., latency, security, and battery-life) continue to arise. As a result, how to find corresponding measurements to mitigate unsatisfactory influences becomes the focus. Mobile edge computing (MEC) as a distributed computing paradigm offloads computation-intensive tasks to the edge of the network. It brings the resources as close as possible to the end devices, addressing the shortcomings mentioned above. In this paper, we propose a comprehensive survey of the MEC-based Metaverse. Particular emphasis is given to the technologies convergence, architectures, and application scenarios, e.g., BoundlessXR and CloudXR. Significantly, we introduce the potential future directions for developing Metaverse systems.","","978-1-6654-7300-2","10.1109/CIC56439.2022.00011","Nanyang Technological University; Ministry of Education; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10061743","Metaverse;Edge Computing;Extended Reality;Augmented Reality;Virtual Reality;Blockchain.","Multi-access edge computing;Three-dimensional displays;Metaverse;Computer architecture;Solids;Rendering (computer graphics);Sparks","artificial intelligence;avatars;blockchains;digital twins;edge computing;Internet;Internet of Things;mobile computing;rendering (computer graphics);virtual reality","critical technologies;digital avatars;digital twins;distributed computing paradigm offloads computation-intensive tasks;emerging virtual universe;energy resources;immersive environment;MEC-based Metaverse;Metaverse systems;mobile edge computing;photorealistic environment;physical world;real-time interactions;social activities;solid social links","","2","","64","IEEE","13 Mar 2023","","","IEEE","IEEE Conferences"
"Digital Twins in Simulative Applications: A Taxonomy","H. van der Valk; J. Hunker; M. Rabe; B. Otto","Chair for Industrial Information Management, TU Dortmund University, Dortmund, GERMANY; Department IT in Production and Logistics, TU Dortmund University, Dortmund, GERMANY; Department IT in Production and Logistics, TU Dortmund University, Dortmund, GERMANY; Fraunhofer Institute for Software and Systems Engineering, ISST, Dortmund, GERMANY","2020 Winter Simulation Conference (WSC)","29 Mar 2021","2020","","","2695","2706","With the advances in information technology, the concept of Digital Twins has gained wide attention in both practice and research in recent years. A Digital Twin is a virtual representation of a physical object or system and is connected in a bi-directional way with the physical counterpart. The aim of a Digital Twin is to support all stakeholders during the whole lifecycle of such system or object. One of the core aspects of a Digital Twin is modeling and simulation, which is a well-established process, e.g., in the development of systems. Simulation models can be distinguished on the basis of different dimensions, e.g., on the basis of their time perspective. The existing literature reviews have paid little to no attention to this simulation aspect of a Digital Twin. In order to address this, the authors have developed a taxonomy based on an extended literature review to bridge the aforementioned gap.","1558-4305","978-1-7281-9499-8","10.1109/WSC48552.2020.9384051","Fraunhofer-Gesellschaft; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9384051","","Bridges;Digital twin;Bibliographies;Taxonomy;Bidirectional control;Stakeholders;Information technology","computer simulation;virtual reality","digital twin;information technology;virtual representation;simulation models","","5","","49","IEEE","29 Mar 2021","","","IEEE","IEEE Conferences"
"IEEE VR 2023 Workshops: Workshop: 3D Reconstruction, Digital Twinning, and Simulation for Virtual Experiences (ReDigiTS 2023)","A. Cannavò; B. Kapralos; S. Seinfeld; F. G. Pratticò; C. Zhang","Politecnico di Torino, Italy; Ontario Tech University, Canada; Universitat Politècnica de Catalunya-Barcelona Tech, Spain; Politecnico di Torino, Italy; The University of Hong Kong, Hong Kong","2023 IEEE Conference on Virtual Reality and 3D User Interfaces Abstracts and Workshops (VRW)","1 May 2023","2023","","","94","95","Today, Augmented Reality (AR), Virtual Reality (VR), and Mixed Reality (MR) technologies are becoming fundamental across a wide variety of application domains. All these technologies fall under the Extended Reality (XR) spectrum. Areas in which XR technologies and, in particular, immersive experiences have been successfully introduced are expanding daily, from traditional areas, such as entertainment and video game production, to novel scenarios, such as industry, healthcare, smart cities, and autonomous vehicles, to mention a few. The spread of XR and VR is also driven by technological advancements that are making new ways of operating within virtual experiences easier, and sometimes even possible. In particular, the availability of new hardware and software tools make the use of “3D reconstructions”, “digital twins” and “simulations” commonplace in many XR and VR applications. For example, the possibility to leverage networks with higher bandwidth than never before and lower latency makes it possible to transmit the amount of data needed for massive, real-time digital twins, whereas high-performance hardware enables the reconstruction of high-fidelity digital objects and environments, while lowering the time needed for high-demanding simulations. The aim of the 3D Reconstruction, Digital Twinning, and Simulation for Virtual Experiences (ReDigiTS) workshop is to bring together researchers, practitioners, educators, and students to share ideas and promote further work in this growing area of 3D reconstruction, digital twinning, and simulation in VR and related technologies.","","979-8-3503-4839-2","10.1109/VRW58643.2023.00024","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10108626","","Solid modeling;Video games;Three-dimensional displays;Smart cities;Conferences;User interfaces;Hardware","","","","","","0","IEEE","1 May 2023","","","IEEE","IEEE Conferences"
"Semantic-Enhanced Digital Twin System for Robot–Environment Interaction Monitoring","X. Li; B. He; Z. Wang; Y. Zhou; G. Li; R. Jiang","College of Electronics and Information Engineering, Tongji University, Shanghai, China; College of Electronics and Information Engineering, Tongji University, Shanghai, China; College of Electronics and Information Engineering, Tongji University, Shanghai, China; College of Electronics and Information Engineering, Tongji University, Shanghai, China; College of Electronics and Information Engineering, Tongji University, Shanghai, China; College of Electronics and Information Engineering, Tongji University, Shanghai, China","IEEE Transactions on Instrumentation and Measurement","25 Mar 2021","2021","70","","1","13","In order to implement more accurate and fine-grained monitoring of robot-environment interaction (REI) in real time, this article extends the concept of digital twin (DT) to REI description and proposes a novel semantic-enhanced DT system with exteroceptive and proprioceptive modalities of robots as mechanisms for states monitoring and semantics inference associated with interactions. We create a 3-D generic graphic model embedded with contact dynamics based on domain descriptions and sensor data to mirror a real interactive scene and simultaneously extract the appearance and physical properties of real entities. In addition, we present a multifeature fused visual relations detector and introduce a lightweight spatial relation data set to measure the visual relationships between entity pairs. To keep the DT consistent with the response of a real system, the model is updated with interactive subprocess-triggered control. In our system, the whole framework is developed with virtual reality techniques, which provides a high degree of observability. The experiments on the objects sorting task in a kitchen scene are conducted, and the abilities for system monitoring in real time and semantic reasoning are evaluated; the results demonstrate the effectiveness and feasibility of our proposal.","1557-9662","","10.1109/TIM.2021.3066542","National Key Research and Development Program of China(grant numbers:2020AAA0108905); National Natural Science Foundation of China(grant numbers:61825303,62073244,U1713215,61801330,51975415); Major Project of Special Development Fund for Shanghai Zhangjiang National Independent Innovation Demonstration Zone(grant numbers:ZJ2019-ZD-003); Shanghai Innovation Action Plan(grant numbers:20511100500); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9380190","Digital twin (DT) modeling;real-time monitoring;robot–environment interaction (REI);semantic measure;virtual reality (VR)","Solid modeling;Monitoring;Semantics;Robots;Real-time systems;Data models;Visualization","data visualisation;inference mechanisms;interactive systems;mobile robots;object recognition;virtual reality","fine-grained monitoring;accurate monitoring;digital twin system;semantic reasoning;system monitoring;interactive subprocess-triggered control;DT consistent;lightweight spatial relation data;multifeature fused visual relations detector;physical properties;interactive scene;sensor data;domain descriptions;3-D generic graphic model;semantics inference;states monitoring;novel semantic-enhanced DT system;REI description;robot-environment interaction","","14","","48","IEEE","17 Mar 2021","","","IEEE","IEEE Journals"
"Human Centric Digital Transformation and Operator 4.0 for the Oil and Gas Industry","T. R. Wanasinghe; T. Trinh; T. Nguyen; R. G. Gosine; L. A. James; P. J. Warrian","Faculty of Engineering and Applied Science, Memorial University of Newfoundland, St. John’s, NL, Canada; Faculty of Engineering and Applied Science, Memorial University of Newfoundland, St. John’s, NL, Canada; Department of Mechanical and Industrial Engineering, Faculty of Applied Science and Engineering, University of Toronto, Toronto, Canada; Faculty of Engineering and Applied Science, Memorial University of Newfoundland, St. John’s, NL, Canada; Faculty of Engineering and Applied Science, Memorial University of Newfoundland, St. John’s, NL, Canada; Innovation Policy Lab, Munk School of Global Affairs and Public Policy, University of Toronto, Toronto, Canada","IEEE Access","18 Aug 2021","2021","9","","113270","113291","Working at an oil and gas facility, such as a drilling rig, production facility, processing facility, or storage facility, involves various challenges, including health and safety risks. It is possible to leverage emerging digital technologies such as smart sensors, wearable or mobile devices, big data analytics, cloud computing, extended reality technologies, robotic systems, and drones to mitigate the challenges faced by oil and gas workers. While these technologies are not new to the oil and gas industry, most of its existing digital transformation initiatives follow business or process-centric approaches, in which the critical driver of the technology adoption is the enhancement of production, efficiency, and revenue. As a result, they may not address the challenges faced by the workers. As oil and gas workers are among the essential assets in the oil and gas industry, it is vital to address the challenges faced by these workers. This paper proposes a human-centric digital transformational framework for the oil and gas industry to deploy existing digital technologies to enhance their workers' health, safety, and working conditions. The paper outlines the critical challenges faced by oilfield workers, introduces a system architecture to implements a human-centric digital transformation, discusses the opportunities of the proposed framework, and summarizes the key impediment for the proposed framework.","2169-3536","","10.1109/ACCESS.2021.3103680","Research Project by the Petroleum Research Newfoundland and Labrador (PRNL); Atlantic Canada Opportunities Agency (ACOA), Mitacs; University of Toronto’s Munk School of Global Affairs and Public Policy; Memorial University of Newfoundland and Labrador; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9509417","Big-data analytics;cloud computing;digitalization;digital twin;industry 4.0;Industry Internet of Things (IIoT);oil and gas industry;operator 4.0;virtual reality;wearable technologies","Digital transformation;Oils;Machinery;Personnel;Natural gas industry;Drilling machines;Companies","Big Data;cloud computing;data analysis;gas industry;intelligent sensors;mobile computing;petroleum industry;production facilities","human centric digital transformation;gas facility;production facility;storage facility;digital technologies;extended reality technologies;gas workers;gas industry;existing digital transformation initiatives;human-centric digital transformational framework;human-centric digital transformation","","9","","220","CCBY","9 Aug 2021","","","IEEE","IEEE Journals"
"A Dynamic Hierarchical Framework for IoT-Assisted Digital Twin Synchronization in the Metaverse","Y. Han; D. Niyato; C. Leung; D. I. Kim; K. Zhu; S. Feng; X. Shen; C. Miao","Alibaba Group and the Alibaba-NTU Joint Research Institute, Nanyang Technological University, Jurong West, Singapore; School of Computer Science and Engineering, Nanyang Technological University, Jurong West, Singapore; Department of Electrical and Computer Engineering, University of British Columbia, Vancouver, Canada; Department of Electrical and Computer Engineering, Sungkyunkwan University, Suwon, South Korea; College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Institute for Infocomm Research, A*STAR, Fusionopolis, Singapore; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, Canada; School of Computer Science and Engineering, Nanyang Technological University, Jurong West, Singapore","IEEE Internet of Things Journal","22 Dec 2022","2023","10","1","268","284","Metaverse, also known as the Internet of 3-D worlds, has recently attracted much attention from both academia and industry. Each virtual subworld, operated by a virtual service provider (VSP), provides a type of virtual service. Digital twins (DTs), namely, digital replicas of physical objects, are key enablers. Generally, a DT belongs to the party that develops it and establishes the communication link between the two worlds. However, in an interoperable metaverse, data-like DTs can be “shared” within the platform. Therefore, one set of DTs can be leveraged by multiple VSPs. As the quality of the shared DTs may not always be satisfying, in this article, we propose an agile solution, i.e., a dynamic hierarchical framework, in which a group of Internet of Things devices in the lower level are incentivized to collectively sense physical objects’ status information and VSPs in the upper level determine synchronization intensities to maximize their payoffs. We adopt an evolutionary game approach to model the devices VSP selections and a simultaneous differential game to model the optimal synchronization intensity control problem. We further extend it as a Stackelberg differential game by considering some VSPs to be first movers. We provide open-loop solutions based on the control theory for both formulations. We theoretically and experimentally show the existence, uniqueness, and stability of the equilibrium to the lower level game and further provide a sensitivity analysis for various system parameters. Experiments show that the proposed dynamic hierarchical game outperforms the baseline.","2327-4662","","10.1109/JIOT.2022.3201082","Alibaba Group through the Alibaba Innovative Research (AIR) Program and Alibaba-Nanyang Technological University (NTU) Singapore Joint Research Institute (JRI); National Research Foundation (NRF) and Infocomm Media Development Authority through the Future Communications Research and Development Programme (FCP) through the AI Singapore Programme (AISG), through the Energy Research Test-Bed and Industry Partnership Funding Initiative, part of the Energy Grid (EG) 2.0 Programme, through DesCartes and the Campus for Research Excellence and Technological Enterprise (CREATE) programme, and Singapore Ministry of Education (MOE) Tier 1 (RG16/20)(grant numbers:AISG2-RP-2020-019); National Research Foundation of Korea (NRF) Grant; Korean Government (MSIT)(grant numbers:2021R1A2C2007638); MSIT through the ICT Creative Consilience Program(grant numbers:IITP-2020-0-01821); IITP; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9865226","Crowdsensing;differential game;digital twins (DTs);evolutionary game;game theory;Internet of Things (IoT);metaverse;resource allocation;synchronization","Metaverse;Games;Synchronization;Internet of Things;Business;Sensors;Interoperability","differential games;evolutionary computation;Internet of Things;open systems;sensitivity analysis;synchronisation;virtual reality","3D worlds;communication link;digital replicas;dynamic hierarchical framework;dynamic hierarchical game;evolutionary game;Internet of Things devices;interoperable metaverse;IoT-assisted digital twin synchronization;open-loop solutions;optimal synchronization intensity control;physical object status information;sensitivity analysis;Stackelberg differential game;synchronization intensities;system parameters;virtual service provider;virtual subworld;VSP selections","","7","","56","IEEE","23 Aug 2022","","","IEEE","IEEE Journals"
"Five Disruptive Technologies in 6G to Support Digital Twin Networks","Q. Guo; F. Tang; T. K. Rodrigues; N. Kato",NA; NA; NA; NA,"IEEE Wireless Communications","","2023","PP","99","1","8","With the expected explosive growth of the number of mobile user devices and data traffic in the next decade and beyond, and the expected development of various new applications and services such as vehicle-to-everything, extended reality and smart city, the requirements for Quality of Service (such as ultra-high data transmission rate, ultra-low latency, support for the highest moving speed and seamless connection, etc.) will reach levels never seen before. The sixth generation (6G) of networks is conceived to address the requirements mentioned above. Digital Twin refers to a digital representation to represent a physical entity in virtual space while its corresponding physical object remains in the physical space. In this article, we first briefly introduce some basic knowledge of Digital Twins. We then outline possible innovative technologies expected in 6G networks that will help Digital Twin systems to reach their full potential and deliver the high-level performance needed for the next generation of communications.","1558-0687","","10.1109/MWC.013.2200296","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10012285","","6G mobile communication;Digital twins;Digital representation;Real-time systems;Mathematical models;5G mobile communication;Data models","","","","","","","IEEE","9 Jan 2023","","","IEEE","IEEE Early Access Articles"
"Intelligent Generation Algorithm for Multi-scene Virtual Images of Dynamic Pictures Based on Metaverse","Y. Shengwen; K. Xi","Department of Animation, School of Digital Media and Design, Neusoft Institute Guangdong, FoShan, China; Department of Animation, School of Digital Media and Design, Neusoft Institute Guangdong, FoShan, China","2023 International Conference on Intelligent Data Communication Technologies and Internet of Things (IDCIoT)","1 Mar 2023","2023","","","298","301","Beginning from the Facebook changed its name to Meta, the metaverse is then focused by the researchers. This research study follows the trend of intelligent generation algorithm for the multi-scene virtual images of dynamic images based on metaverse. Conditional generative adversarial networks add additional conditional information to the generator and discriminator, extending the structure of standard GANs. Hence, the GAN is considered as the integration algorithm. Through digital twin technology and Internet of Things technology, the expansion of the living environment is realized, and the real world and the virtual world are integrated to construct a comprehensive environment. Hence, the model is applied to the intelligent generation algorithm. The effectiveness has been evaluated through simulation.","","978-1-6654-7451-1","10.1109/IDCIoT56793.2023.10053548","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10053548","Metaverse;Generation Algorithm;Multi-scene;Virtual Images;Dynamic Pictures","Metaverse;Social networking (online);Heuristic algorithms;Streaming media;Aerodynamics;Generative adversarial networks;Market research","digital twins;Internet of Things;production engineering computing;social networking (online);virtual reality","additional conditional information;conditional generative adversarial networks;dynamic images;dynamic pictures;generator;integration algorithm;intelligent generation algorithm;metaverse;multiscene virtual images;virtual world","","","","14","IEEE","1 Mar 2023","","","IEEE","IEEE Conferences"
"Symbiotic Sensing and Communications Towards 6G: Vision, Applications, and Technology Trends","Z. Wang; K. Han; J. Jiang; Z. Wei; G. Zhu; Z. Feng; J. Lu; C. Meng","China Academy of Information and Communications Technology, Beijing, China; China Academy of Information and Communications Technology, Beijing, China; China Academy of Information and Communications Technology, Beijing, China; Beijing University of Posts and Telecommunications, Beijing, China; Shenzhen Research Institute of Big Data, Shenzhen, China; Beijing University of Posts and Telecommunications, Beijing, China; Huawei Technologies Co., Ltd., Shenzhen, China; Beijing University of Posts and Telecommunications, Beijing, China","2021 IEEE 94th Vehicular Technology Conference (VTC2021-Fall)","10 Dec 2021","2021","","","1","5","Driven by the vision of intelligent connection of everything and digital twin towards 6G, a myriad of new applications, such as immersive extended reality, autonomous driving, holographic communications, intelligent industrial internet, will emerge in the near future, holding the promise to revolutionize the way we live and work. These trends inspire a novel technical design principle that seamlessly integrates two originally decoupled functionalities, i.e., wireless communication and sensing, into one system in a symbiotic way, which is dubbed symbiotic sensing and communications (SSaC), to endow the wireless network with the capability to “see” and “talk” to the physical world simultaneously. Noting that the term SSaC is used instead of ISAC (integrated sensing and communications) because the word “symbiotic/symbiosis” is more inclusive and can better accommodate different integration levels and evolution stages of sensing and communications. Aligned with this understanding, this article makes the first attempts to clarify the concept of SSaC, illustrate its vision, envision the three-stage evolution roadmap, namely neutralism, commensalism, and mutualism of SaC. Then, three categories of applications of SSaC are introduced, followed by detailed description of typical use cases in each category. Finally, we summarize the major performance metrics and key enabling technologies for SSaC.","2577-2465","978-1-6654-1368-8","10.1109/VTC2021-Fall52928.2021.9625159","Beijing Natural Science Foundation(grant numbers:L192031); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9625159","Symbiotic Sensing and Communications;6G;roadmap;enabling technologies","Symbiosis;6G mobile communication;Measurement;Vehicular and wireless technologies;Extended reality;Wireless networks;Digital twin","6G mobile communication;biocommunications;Internet;mobile computing","novel technical design principle;wireless communication;SSaC;integrated sensing;integration levels;sensing communications;6G;technology trends;intelligent connection;immersive extended reality;holographic communications;intelligent industrial internet;symbiotic sensing and communications","","10","","16","IEEE","10 Dec 2021","","","IEEE","IEEE Conferences"
"eXtended meta-uni-omni-Verse (XV): Introduction, Taxonomy, and State-of-the-Art","S. Mann; Y. Yuan; F. Lamberti; A. E. Saddik; R. Thawonmas; F. G. Prattico","University of Toronto, Canada; VerseMaker, China; Politecnico di Torino, Italy; University of Ottawa, Canada; Ritsumeikan University, Japan; Politecnico di Torino, Italy","IEEE Consumer Electronics Magazine","","2023","PP","99","1","9","The term “virtual reality” has been in use since 1938, but the recent explosion of jargon, confusing new terminology, and the hype around a plethora of related “realities” (augmented, mediated, mixed, digital, etc.) have made it necessary to bring some order to these realities. There are also many “grey” areas between and beyond these realities, making it desirable to embrace an overarching vision. Throughout the world, many, including us, have chosen to use the framework of extended reality (XR) as a unifying concept to interpolate between the realities and to eXtrapolate beyond them. Together with XR, there is also XI (extended intelligence) for which the IEEE has convened the Council on eXtended Intelligence (CXI). A related concept is the metaverse, i.e. shared VR, introduced in 1974 as “metavision” and “metaveillance” and recently popularized by industry. In this paper we propose eXtended meta-uni-omni-Verse (XV) as an overarching term, concept, and taxonomy for shared (social) XR across all of the “verses”, including the universe (physical reality, i.e. atoms), the metaverse (virtuality, i.e. bits), the omniverse and multiverse, etc. We also briefly outline the state-of-the-art in the various realities and verses covered by XV. Our main findings highlight the necessity for additional investigation into the potential and worth of XV technologies. This entails improving XV systems through standardization and integration efforts, broadening their uses, developing specialized solutions for those with disabilities and the elderly, and addressing the implications of XV to ensure its accessibility and benefits.","2162-2256","","10.1109/MCE.2023.3283728","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10145781","","X reality;Metaverse;Taxonomy;Sensors;Consumer electronics;Digital twins;Surveillance","","","","","","","IEEE","7 Jun 2023","","","IEEE","IEEE Early Access Articles"
"6G R&D vision: Requirements and candidate technologies","E. -K. Hong; I. Lee; B. Shim; Y. -C. Ko; S. -H. Kim; S. Pack; K. Lee; S. Kim; J. -H. Kim; Y. Shin; Y. Kim; H. Jung","Department of Electronic Engineering, Kyung Hee University, Yongin, South Korea; School of Electrical Engineering, Korea University, Seoul, South Korea; Department of Electrical and Computer Engineering, Seoul National University, Seoul, South Korea; School of Electrical Engineering, Korea University, Seoul, South Korea; Department of Electrical and Computer Engineering, Sungkyunkwan University, Suwon, South Korea; School of Electrical Engineering, Korea University, Seoul, South Korea; Department of Electrical and Computer Engineering, Seoul National University, Seoul, South Korea; Department of Electronic Engineering, Hanyang University, Seoul, South Korea; Department of Electrical and Computer Engineering, Ajou University, Suwon, South Korea; School of Electronic Engineering, Soongsil University, Seoul, South Korea; School of Electronic Engineering, Soongsil University, Seoul, South Korea; Department of Electronic Engineering, Kyung Hee University, Yongin, South Korea","Journal of Communications and Networks","16 May 2022","2022","24","2","232","245","The Korean Institute of Communications and Information Sciences (KICS), which is the largest information and communication technology institute in Korea, has been active in working towards development and standardization of mobile communication technology. In response to the need to meet upcoming 6G technical challenges in innovative applications such as hologram telepresence, extended reality (XR), digital twin, and connected robotics, the KICS 6G research initiative (KICS 6GRI) group has been created to establish a vision for key 6G technologies and identify research trends and directions. This article, therefore, covers major performance indicators and requirements envisioned by the KICS. In addition, we provide a comprehensive discussion of various candidate 6G technologies including (sub-)terahertz (THz), intelligent reflecting surface (IRS), artificial intelligence (AI)-based techniques, and non-terrestrial network (NTN).","1976-5541","","10.23919/JCN.2022.000015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9766098","6G;the Korean Institute of Communications and Information Sciences (KICS);mobile communication standard","6G mobile communication;5G mobile communication;Research and development;Artificial intelligence;Ultra reliable low latency communication;Market research;Key performance indicator","artificial intelligence;mobile communication;mobile computing;mobile robots;research and development;research initiatives;virtual reality","NTN;nonterrestrial network;artificial intelligence;IRS;intelligent reflecting surface;connected robotics;hologram telepresence;extended reality;6G technical challenges;6G R&D vision;candidate 6G technologies;6G technologies;KICS 6GRI;KICS 6G research initiative group;digital twin;mobile communication technology;Korean Institute","","11","","","","2 May 2022","","","KICS","KICS Journals"
"IIoT-based Fatigue Life Indication using Augmented Reality","M. Khalil; C. Bergs; T. Papadopoulos; R. Wüchner; K. -U. Bletzinger; M. Heizmann","Siemens AG, Corporate Technology, Munich, Germany; Siemens AG, Corporate Technology, Munich, Germany; Siemens AG, Corporate Technology, Munich, Germany; Department of Civil, Geo and Environmental Engineering, Technical University Munich, Munich, Germany; Department of Civil, Geo and Environmental Engineering, Technical University Munich, Munich, Germany; Karlsruhe Institute of Technology, Institute of Industrial Information Technologies, Karlsruhe, Germany","2019 IEEE 17th International Conference on Industrial Informatics (INDIN)","30 Jan 2020","2019","1","","746","751","Online condition monitoring services and predictive maintenance are becoming more and more a key for system operators to extend the system lifetime and detect faults in early stages. Therefore, system manufactures need to efficiently provide system operators so-called digital twins which can be executed during operation and give the system operator an impression of the health state of the system. Industrial Internet of Things (IIoT) platforms are enablers for such services and provide new possibilities to interact with the system running in the field. Furthermore, the traditional dashboard are becoming obsolete as user interface and are replaced by novel solutions that let the system operator experience the system health state. For example, health estimation and condition monitoring of electric motors is a topic of high interest nowadays. This article addresses an application which acquires machine data, processes it on an IIoT platform to get the system health and visualizes the results online in an augmented reality user interface.","2378-363X","978-1-7281-2927-3","10.1109/INDIN41052.2019.8972114","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8972114","Fatigue life;IIoT;Augmented reality;Health indication;Predictive maintenance;Simulation in operation","","augmented reality;condition monitoring;electric motors;fatigue;fault diagnosis;Internet of Things;maintenance engineering;production engineering computing;user interfaces","IIoT-based fatigue life indication;online condition monitoring services;predictive maintenance;augmented reality user interface;fault detection;digital twins;electric motors","","4","","18","IEEE","30 Jan 2020","","","IEEE","IEEE Conferences"
"Industrial Robotic Intelligence Simulation in Metaverse Scenes","Y. Wang; C. Wang; H. Zhang","Department of Automation, Tsinghua University, Beijing, China; Department of Automation, Tsinghua University, Beijing, China; Department of Automation, Tsinghua University, Beijing, China","2022 China Automation Congress (CAC)","13 Mar 2023","2022","","","1196","1201","The meta universe includes a complete mapping of the real world. The immersive feeling of the meta universe can be seen as the expansion of the real world simulation. It is of great significance to complete the expansion and optimization of the real world in the virtual environment. So it is inevitable for the meta universe to simulate various real world scenes. It has a wide application prospect to establish virtual images and virtual objects in the simulation scenes of the meta universe, and to drive, interact and optimize them in an intelligent way. The scope of the meta universe is huge, there are many scenes, and the implementation methods are also different. Firstly, this paper gives a basic implementation framework of the mapping of the meta universe to the real scene. On this framework, it takes the meta universe to the industrial scene as the starting point, and simulates the industrial robot as the basic virtual image of the robot in this environment. In the meta universe scene of virtual reality fusion, the motion route of the simulated industrial robot realized by the framework proposed in this paper is optimized by reinforcement learning. This digital twin scene is also of great significance to the path optimization of robots in the world. This framework can be extended to various field scenes of each meta universe to complete the construction of the virtual environment of the meta universe.","2688-0938","978-1-6654-6533-5","10.1109/CAC57257.2022.10054666","ZTE Corporation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10054666","","Solid modeling;Automation;Service robots;Metaverse;Reinforcement learning;Switches;Trajectory","computer simulation;digital twins;industrial robots;optimisation;path planning;reinforcement learning;virtual reality","digital twin scene;industrial robotic intelligence simulation;meta universe scene;path optimization;real world simulation;reinforcement learning;virtual environment;virtual images;virtual objects;virtual reality fusion","","1","","30","IEEE","13 Mar 2023","","","IEEE","IEEE Conferences"
